From	Entry	GeneID	Organism	Entry Name	Interacts with
TMX2	Q9Y320	51075;	Homo sapiens (Human)	TMX2_HUMAN	Q9NRZ7; Q9NRZ5; Q9NUQ2; Q9NVV5-2; Q13520; Q9H2C2; P07306; Q12797-6; O15155; Q12981; Q12982; Q12983; Q6PL45-2; Q8WVV5; O14523; Q9P0B6; P13500; P60033; O14735; O95674; Q96FZ5; Q4VAQ0; Q5RI15; Q4LDR2; Q5JRM2; Q9BQA9; P78329; Q9BUN8; Q6ZPD8; P50402; P54852; Q7L5A8; Q8N128-2; Q96D05-2; Q92520; Q96IV6; P37268; Q9BWH2; Q8WWP7; Q96F15; P29033; Q6Y1H2; Q9HCP6; P30519; Q8NBQ5; Q7Z5P4; Q9H2F3; Q9BUP3-3; P46695; Q9Y5U9; P24593; Q9Y5U4; P11215; O15243; O95214; Q8TAF8; O95237; Q13021; Q9GZY8-5; Q5SR56; A0A0C4DFN3; O14880; P30301; P12872; P11836; Q9UHE5; O95167; Q9NZG7; Q8IXM6; Q15738; P42857; Q53FV1; Q9NUU6; P09466; I3L0A0; Q9Y5Y5; Q99640-2; Q04941; P54315; Q59EV6; O60831; A5D903; P43378; Q9UI14; Q9BRK0; Q9H6H4; Q96AA3; Q9Y225-2; Q5QGT7; Q96GQ5; Q9NTJ5; Q8TAC9; O00767; Q9Y6D0; O75920; Q8N6R1; Q8WV19; Q9H9B4; Q9BWM7; Q96BI1; P78382; Q0VAQ4; Q9NRQ5; B2RUZ4; P02808; Q86Y82; Q13277; O15400; P07204; Q9C0I4; P55061; Q12893; Q9BXJ8; A0PK00; Q9BTD3; Q5BJH2-2; Q9NV12; Q9NUH8; Q9P0S9; Q96HP8; Q5SNT2-2; Q969S6; Q9BTX3; Q9H0R3; Q8WW34-2; Q8TBM7; P56557; Q9NW97; Q6PI78; Q6P5X7-2; Q8N661; Q5BJF2; Q9Y320; Q6ZUI0; Q8N609; Q9NSU2-1; A0AVG3; O60636; Q5BVD1; Q9NYZ1; Q9Y385; Q86WB7-2; P23763-3; Q15836; O75379; O95183; Q9P0L0; O95292; Q14508; O95070; Q9Y548; Q9BWQ6; Q96EC8; Q96FB2
DPYSL5	Q9BPU6	56896;	Homo sapiens (Human)	DPYL5_HUMAN	P55212; Q6P656; Q8NI60; Q16555; Q14195-2; P22607; Q14957; P06396; O00291; P04792; P42858; O60333-2; O14901; P13473-2; P28331-2; O43933; O75400-2; P62826; Q9Y3C5; Q9UMX0; O76024; Q9Y649
LRCH1	Q9Y2L9	23143;	Homo sapiens (Human)	LRCH1_HUMAN	Q8NF50; Q8NF50-2; Q9Y6G1; Q9NUH8
FBXW5	Q969U6	54461;	Homo sapiens (Human)	FBXW5_HUMAN	Q6UY14-3; A8MQ03; O95967; P98095; Q15323; O76011; O76014; Q6A162; Q8IUG1; P60410; P60411; P60328; Q9BYQ7; Q9BYQ3; Q9BYQ2; Q9UJV3-2; Q5JR59-3; Q7Z3S9; P0DPK4; Q9H8W4; P63208; P14373; Q2TAL6; Q16531; Q12929; P63208-1
CUL2	Q13617	8453;	Homo sapiens (Human)	CUL2_HUMAN	Q86VP6; Q8N668; Q15369; P08238; Q9BQ90; Q15048; P62877; O94888; P40337; Q9C0D3; P12504
DIP2A	Q14689	23181;	Homo sapiens (Human)	DIP2A_HUMAN	Q7L5A3; Q9C0F1; P19883; Q12841; Q9NWQ4; P01137; Q15645; Q62356; Q9UBB4; P14136; Q8NA54; Q6UY14-3; Q9NS73-5; P61289; P26045; O60504; Q96MF2; Q08117; Q9HCM9; Q15645; O43298
ADA	P00813	100;	Homo sapiens (Human)	ADA_HUMAN	
TMEM50A	O95807	23585;	Homo sapiens (Human)	TM50A_HUMAN	Q9H172; Q13520; P21964; Q95HB9; O15243; O95214; Q9H6H4; Q8IWU4; Q86SS6; Q9NUH8
TATDN1	Q6P1N9	83940;	Homo sapiens (Human)	TATD1_HUMAN	
TMEM123	Q8N131	114908;	Homo sapiens (Human)	PORIM_HUMAN	Q9ULR0; P43364; P43364-2; Q96EQ0; Q96L03; Q9UHD9; Q96EF9
WDR77	Q9BQA1	79084;	Homo sapiens (Human)	MEP50_HUMAN	P55212; P04792; O60333-2; P13473-2; O14744; P62826; Q9Y3C5; O76024; P03418
PRDM5	Q9NQX1	11107;	Homo sapiens (Human)	PRDM5_HUMAN	Q96KQ7; Q99684; Q13547; Q9NX46; P35523; Q6NZ36-4; Q9H4M3-2; Q9Y272; P29597; P32241
ALKBH6	Q3KRA9	84964;	Homo sapiens (Human)	ALKB6_HUMAN	
GPX1	P07203	2876;	Homo sapiens (Human)	GPX1_HUMAN	P13569; PRO_0000449623 [P0DTD1]
ETV5	P41161	2119;	Homo sapiens (Human)	ETV5_HUMAN	
RPUSD3	Q6P087	285367;	Homo sapiens (Human)	RUSD3_HUMAN	A8MQ03; Q15323; Q07627; P60409
TOP3A	Q13472	7156;	Homo sapiens (Human)	TOP3A_HUMAN	P54132; Q9H9A7
ROS1	P08922	6098;	Homo sapiens (Human)	ROS1_HUMAN	P18031; P29350
PDXDC1	Q6P996	23042;	Homo sapiens (Human)	PDXD1_HUMAN	
C11orf54	Q9H0W9	28970;	Homo sapiens (Human)	CK054_HUMAN	Q9Y2D8; Q15645; Q08AM6; Q86V38; P55212; P02489; O75190-2; O14901; Q92876; P13473-2; Q13153; P62826; Q15645; Q08AM6; P04792; O60333-2; O76024
ACAD11	Q709F0	84129;	Homo sapiens (Human)	ACD11_HUMAN	O95400
DISC1	Q9NRI5	27185;	Homo sapiens (Human)	DISC1_HUMAN	P35609; Q99996; Q8IWZ3-1; P18848; Q9Y2D1; Q6VMQ6; Q6ZP82; Q5SW79; Q96MT8; P10909; P12110; Q9NRI5; Q99615; P14416; Q03001; Q14204; O15372; Q8WXI9; Q4V328; P06396; Q16891; Q15811; Q9Y496; O14782; Q9UPN3; P78559; O95819; P43243; Q9NXR1; Q9GZM8; Q12769; Q8TEM1; P43034; O95613; Q5VU43; Q96S59; Q13813; Q01082; Q9H254; Q8NF91; Q9UBB9; Q9UKE5; Q9H2K2; Q8TDR0; O75962; Q9H0D6; P62258; P63104; Q6A065; Q8VD04; Q9Z1B5; Q9CZA6; Q9ERR1; O15372; Q16891-1; Q9UPN3; Q9GZM8; Q99784; Q9NYB9-2; Q96SZ5; Q13155; A2BDD9; Q9BXS5; Q9H6L4; O95816; Q13515; Q96GS4; O95696; Q9NX04; Q53TS8; Q9H7E9; Q9H257-2; Q68D86; Q8IYE1; Q8NCU1; Q2TAC2-2; Q53HC0; Q8TD31-3; Q9UJX2; Q16543; Q8IVW4; Q86XR8-3; Q8IYR0; Q9UI47-2; Q2TBE0; P26196; P38919; Q7Z589-5; Q9NWN3; Q96Q35-2; Q9H0R8; Q8NHY3; O95995; Q96CN9; P55040; Q9P2W3; O95872; Q4V328; P07910; Q8IY31-3; Q96LB3-2; Q9HAQ2; Q9BVG8-5; Q96BZ8; Q8NEH6; Q15014; O43639; Q9GZM8; Q8N987; Q9Y5B8; O43189; Q4G0R1; Q92569; Q16512; Q9BUI4; O75145; Q8WXF1-2; P47897; Q96IZ5; Q6P9E2; O75150; Q96GM5; Q969G3; Q8IY18; Q8NB12; Q9H0A9-2; O75558; Q9UMX1; Q9Y4C2-2; Q8N8B7-2; Q9BUZ4; Q14134; Q6AZZ1; Q9BZW7; Q969E8; Q5W5X9-3; P57075-2; Q8TF42; O75604; Q15973; P36508; A2AST1
OPA1	O60313	4976;	Homo sapiens (Human)	OPA1_HUMAN	Q12983; Q5S007; Q9NTG7
TGS1	Q96RS0	96764;	Homo sapiens (Human)	TGS1_HUMAN	P22087; Q9Y2X3; Q86UR1-2; P36508
ITIH3	Q06033	3699;	Homo sapiens (Human)	ITIH3_HUMAN	
BRD9	Q9H8M2	65980;	Homo sapiens (Human)	BRD9_HUMAN	Q7Z7H3; Q7Z7H3
CDC16	Q13042	8881;	Homo sapiens (Human)	CDC16_HUMAN	Q8NHZ8; P45984; Q13148; Q8NHZ8; Q13148
SPTY2D1	Q68D10	144108;	Homo sapiens (Human)	SPT2_HUMAN	Q6FHY5
NFIL3	Q16649	4783;	Homo sapiens (Human)	NFIL3_HUMAN	Q9Y2J4; Q9Y2J4-4; P18846; P16220; Q68CJ9; P35638; Q96IK5; O75031; Q9ULX9; O15525; Q16649; O76083-2; Q8WWB5; Q6NUQ1; Q12933; Q9DGW5
UNKL	Q9H9P5	64718;	Homo sapiens (Human)	UNKL_HUMAN	P63000; Q92925; Q86V38; P0C7T5; O95817; O95429; Q9NPB3; Q9H257-2; Q02930-3; P02489; P53672; P23142-4; O43559; O14908-2; P52597; P49639; Q7L273; Q92876; P25800; Q8IV28; Q96HA8; O15160; Q96I34; Q7Z5V6-2; Q9ULW5; Q96PF1
COMT	P21964	1312;	Homo sapiens (Human)	COMT_HUMAN	Q6P5T0; P30518; Q8NFU1; Q8NHW4; P34972; Q96BA8; P50402; Q5JX71; O14843; O00258; P08034; O75712; Q9NTQ9; O95377; Q8TDT2; Q8N6U8; O15529; P31937; Q9H2F3; O95279; Q5SR56; A6NDP7; Q0D2K0; Q7RTS5; Q9UHJ9-5; Q8IY26; Q9H6H4; Q6NTF9-3; O75783; Q99500; Q9Y6D0; Q3KNW5; O60669; P22732; Q96G79; Q5T1Q4; Q9NY26; Q9NP94; Q6P1K1; P30825; Q9UHI5; B2RUZ4; Q9UPZ6; Q96MV1; Q9NV29; A0PK00; Q9NUH8; Q9P0S9; Q14656; Q6UW68; Q9H0R3; O95807; P34981; Q15645; Q15836; O95183; O76024; P30260; Q9H816; Q92997; P29323-3; P22607; P06396; Q15323; Q6A162; P26371; O15116; P20645; O14744; Q5T160; Q9UJD0; Q2MKA7; Q8N488; O75880; Q14141; Q9UNE7; Q15645; Q9NYH9; Q8NA23-2
ALOXE3	Q9BYJ1	59344;	Homo sapiens (Human)	LOXE3_HUMAN	P25490; P36508
RFK	Q969G6	55312;	Homo sapiens (Human)	RIFK_HUMAN	P19438; P19438-1
SIMC1	Q8NDZ2	375484;	Homo sapiens (Human)	SIMC1_HUMAN	
PLIN5	Q00G26	440503;	Homo sapiens (Human)	PLIN5_HUMAN	Q8WTS1
POLE2	P56282	5427;	Homo sapiens (Human)	DPOE2_HUMAN	P52594; Q9NPD3; V9HWB8; Q15691; Q07864; Q04864; O60504; Q96SF7; P14373; Q9UHD9; O96006; Q6ZNG0
PEX14	O75381	5195;	Homo sapiens (Human)	PEX14_HUMAN	Q9BS16; Q9BT78; O43681; Q9Y4F3; P40855; P50542
KRT79	Q5XKE5	338785;	Homo sapiens (Human)	K2C79_HUMAN	Q96CN4; A1A4E9; P02533; P19012; P08779; P05783; P08727; Q2M2I5; Q7Z3Z0; Q7Z3Y8; Q7Z3Y7; Q15323; Q14525; O76011; Q92764; O76013-2; O76015; A1L190; Q9BYV2; Q8N6Y0
UPK1A	O00322	11045;	Homo sapiens (Human)	UPK1A_HUMAN	P35247; P08191
TCP11L2	Q8N4U5	255394;	Homo sapiens (Human)	T11L2_HUMAN	P46379-2; Q9P0U4-2; O14964; O14901; P68366; Q9NY65
GAPVD1	Q14C86	26130;	Homo sapiens (Human)	GAPD1_HUMAN	
KRT35	Q92764	3886;	Homo sapiens (Human)	KRT35_HUMAN	Q9P2A4; Q7Z3C6-3; O75934; Q9NX04; Q0VAL7; Q96HB5; Q8N715; A0A1B0GWI1; Q8TD31-3; P20138; Q9UBR2; Q9NQL9; O60941-5; Q8N7B9-2; Q9H0I2; Q9NQT4; A6H8Z2; O43559; Q9GZV7; A0A024R8L2; P08631-2; P56524-2; O14964; P49639; P31273; Q7L273; O60341; Q9BVG8-5; Q2WGJ6; P04264; P35908; P12035; P19013; P13647; P02538; P04259; P48668; Q3SY84; Q14CN4; Q7RTS7; O95678; Q7Z794; Q8N1N4; Q5XKE5; P05787; Q6KB66-2; Q14533; Q9NSB4; P78385; P78386; O43790; Q96BZ8; Q8TCE9; Q17RB8; O60336; Q96EZ8; O43482; P32242; Q16512; Q12837; Q99633; Q8WWY3; P0CG20; Q06455-2; Q9BWG6; Q92529; Q8N370; Q969G3; Q8NB12; Q9BX59; Q8IYX1; Q9Y2I9-2; Q9P0N9; Q8N8B7-2; Q9BT92; Q8WW24; Q96N21; Q08117-2; Q14134; Q99816; P40222; Q8N3L3; P57075-2; O75604; Q9Y2B5; Q8TAU3; Q9NWS9-2
EDEM1	Q92611	9695;	Homo sapiens (Human)	EDEM1_HUMAN	
CCDC28A	Q8IWP9	25901;	Homo sapiens (Human)	CC28A_HUMAN	Q05084; Q9BVG8; Q9BYQ4; P15173; Q9BYV2
COG8	Q96MW5	84342;	Homo sapiens (Human)	COG8_HUMAN	P46379-2; P55040; A0A0S2Z4Q4; O14964; P42858; O60333-2; O14901; Q9P2K5-2; P28331-2; Q9BVL2; P02766
OAS1	P00973	4938;	Homo sapiens (Human)	OAS1_HUMAN	P12814; O00471; Q96LA8; P14373; P12814; Q96RK4; Q9Y2V7; O00471; Q08379; Q96ED9-2; Q96T51-2; P14373
CTIF	O43310	9811;	Homo sapiens (Human)	CTIF_HUMAN	Q8N5M1; Q9NUU7; Q9UMR2; Q96MH2; Q86VS8; A9UHW6-2; Q6P9E2; Q9NZD8
MFAP4	P55083	4239;	Homo sapiens (Human)	MFAP4_HUMAN	
MLH1	P40692	4292;	Homo sapiens (Human)	MLH1_HUMAN	P63261; P07355; Q10567-3; P63010-2; Q9BX63; Q9BX70; Q5JTZ5; Q8NA61; Q8NA61-2; Q8N5R6; Q96LY2-2; Q96GN5; O76039; P07858; P17661; Q9H0I2; Q86W67; Q9Y247; Q86YD7; Q96NE9; Q96NE9-2; Q16658; P11142; Q9ULR0; P52292; O15131; Q5T749; O95232-2; P43361; Q8WWY6; O95243-2; Q9NXL9; Q9UHC1; Q6PF18; P29372-4; P20585; P15173; P60323-2; Q9H3P2; Q14938-5; O00746; Q969T7; O15055; P78356-2; P54277; P54278; Q96KQ4; Q6MZQ0; P25786; P26045; Q6NSI4; Q5RL73; Q86UC2; Q6RVD6; Q13813; O95926; Q5VWN6; Q7Z6R9; Q08117-2; P62328; Q96PP4; Q01081; O94941; O75152; Q9NU63-3; Q8TF47; Q9UDW3; Q13360-2; Q9UDV6; Q6S9Z5; Q6NX45
TUBA8	Q9NY65	51807;	Homo sapiens (Human)	TBA8_HUMAN	Q8N4U5
MCAT	Q8IVS2	27349;	Homo sapiens (Human)	FABD_HUMAN	
RELA	Q04206	5970;	Homo sapiens (Human)	TF65_HUMAN	Q9NY61; P18847-3; O60885; P55212; P06307; Q96JB5; P28329-3; O15111; Q8N668; Q92793; P52943; P35222; Q9UER7; Q08211; Q9H9B1; P03372; P22607; Q99684; P06396; Q13547; P46695; O14920; Q13568; Q9Y2K7; Q14145; Q99612; P13473-2; P25791; Q9BQ69; P53779; O00255-2; Q16236; P19838; PRO_0000030311 [P19838]; P25963; Q15653; P22736-1; Q96L73; O15294; Q53EL6; Q8N2W9; P67775; P30153; O75400-2; P62826; Q04206; P23396; Q8WTS6; Q96EB6; Q8IXJ6; Q8N6T7; O95863; O15524; P40763; Q13148; P21980; Q13625; Q13625-2; P0CG48; Q9UMX0; Q9UBK9; Q9Y649; Q9ESU6; O41974; Q8VIM5-1; Q8X834; B3CRR2; B3CTB0; P0C774; P69976; P10226; P31491; A0A384KL23; A0A380PFV1; Q9NPC8; Q8VIM5-1; P25963; Q04864; Q01201; P35637; Q04864; P15884
MKNK1	Q9BUB5	8569;	Homo sapiens (Human)	MKNK1_HUMAN	P54253; Q03060-25; P42858; P28482; Q16539; Q96CV9
IZUMO1	Q8IYV9	284359;	Homo sapiens (Human)	IZUM1_HUMAN	Q8IYV9-1; A6ND01-1
SMG6	Q86US8	23293;	Homo sapiens (Human)	EST1A_HUMAN	P55212; O00291; P13473-2; Q6FHY5; O75400-2; P62826; Q92900-2
FAM89A	Q96GI7	375061;	Homo sapiens (Human)	FA89A_HUMAN	
HOXA13	P31271	3209;	Homo sapiens (Human)	HXA13_HUMAN	
MNT	Q99583	4335;	Homo sapiens (Human)	MNT_HUMAN	O43639
TMEM181	Q9P2C4	57583;	Homo sapiens (Human)	TM181_HUMAN	
C4orf48	Q5BLP8		Homo sapiens (Human)	NICOL_HUMAN	
HIF1AN	Q9NWT6	55662;	Homo sapiens (Human)	HIF1N_HUMAN	Q8NFD2; Q6PG48; Q7Z713; Q8WVL7; Q9ULJ7-2; O96018; Q9H672-2; Q96DX5; Q9UK73; Q16665; Q13418; P19838; P25963; Q96FW1; O75832; P57078; O95271; Q9H2K2; Q9BZF9
ZNF431	Q8TF32	170959;	Homo sapiens (Human)	ZN431_HUMAN	
AGT	P01019	183;	Homo sapiens (Human)	ANGT_HUMAN	A0A024R9H7; Q9UI10; O00746; C9J082; O14744; Q8TAS3; P00797; Q8IYM2; Q9UMY4; O43493-5; Q8NFB2; Q8N0U8; P25095; Q10714; Q9BYF1; Q9BYF1; P30556; P50052
ZNF24	P17028	7572;	Homo sapiens (Human)	ZNF24_HUMAN	P51693; P02649; P05067; P26196; Q86Y13; Q3B820; P25800; P25791; P25791-3; Q9BXW4; Q9UJV3-2; Q9HC98-4; Q96JS3; Q8WWY3; P57086; Q9Y4C2; Q7KZS0; P13994; Q8N5A5-2; Q969J2; P49910; Q15697-2; Q9UNY5; P17028; Q96N95-3; Q86VK4-3; Q8N0Y2-2; Q9NWS9; Q9NWS9-2; Q6P088; Q6ZNG0; O43309; Q9H4T2; Q9Y5A6; P10073; Q3MJ62; Q9NX65
ABCA3	Q99758	21;	Homo sapiens (Human)	ABCA3_HUMAN	
KANK1	Q14678	23189;	Homo sapiens (Human)	KANK1_HUMAN	Q9Y6D6; Q9UQB8; P35222; Q7Z4S6; P27348; Q9UQB8-4; Q7Z4S6; P62258; P61981; Q04917; P27348
NGDN	Q8NEJ9	25983;	Homo sapiens (Human)	NGDN_HUMAN	Q9NY61; P67870; P55081; Q5C9Z4; A0A142I5B9
SLC35E3	Q7Z769	55508;	Homo sapiens (Human)	S35E3_HUMAN	Q15848; P27449; Q92843; Q13323; Q12982; Q8WVX3-2; Q8N6G5; Q5JX71; O15552; Q9H0Q3; O00258; O00155; Q9UIQ6-2; P60201-2; Q99942; Q96GQ5; Q9Y6D0; Q8N2U9; Q9NZD8; Q8WWF3; Q9NUH8; Q8WY98; Q9H2L4; P49638
ZNF391	Q9UJN7	346157;	Homo sapiens (Human)	ZN391_HUMAN	
RUNDC3B	Q96NL0	154661;	Homo sapiens (Human)	RUN3B_HUMAN	
NT5E	P21589	4907;	Homo sapiens (Human)	5NTD_HUMAN	Q9Y225-2; Q8WWF5
CEACAM1	P13688	634;	Homo sapiens (Human)	CEAM1_HUMAN	Q16568; P13688; P40199; Q8TDQ0; Q04883; Q04884; Q8GH87
METTL9	Q9H1A3	51108;	Homo sapiens (Human)	METL9_HUMAN	Q9HB07
CORO2A	Q92828	7464;	Homo sapiens (Human)	COR2A_HUMAN	Q16595; Q99732; P55055
KANK3	Q6NY19	256949;	Homo sapiens (Human)	KANK3_HUMAN	
CPSF4	O95639	10898;	Homo sapiens (Human)	CPSF4_HUMAN	Q6P1J9; P50222; I6T1Z2; Q194T2; P03495; Q9UJV3-2; P15173
ARID3B	Q8IVW6	10620;	Homo sapiens (Human)	ARI3B_HUMAN	Q9BSI4
MORC3	Q14149	23515;	Homo sapiens (Human)	MORC3_HUMAN	P63167; Q9NWF9
COPS2	P61201	9318;	Homo sapiens (Human)	CSN2_HUMAN	Q9UNS2; Q92793; Q09472; Q13098-7; P49821; O00231; O76024; Q9NWS9-2; P45481; PRO_0000037946 [P29991]
SMAD2	Q15796	4087;	Homo sapiens (Human)	SMAD2_HUMAN	Q12955; P05060; O15111; P98082; Q9BZ29; O75593; P05412; Q9NYA4; P07197; Q8TAK6; P35813; Q9H6Z4; P61586; P12755; Q15796; P84022; Q13485; Q9HAU4; Q13573; P04637; Q9H3D4; Q9UPN9; O00308; Q96KR1; O95405; P70056
PRTFDC1	Q9NRG1	56952;	Homo sapiens (Human)	PRDC1_HUMAN	Q96F85; Q96G04; Q7L775; Q8NFF5-2; P46926; P00492; Q3B8N2; Q8TBB1; Q9BTE3; Q9BTE3-2; Q96HA8; A0A0B4J2F2; Q9NZD8; P56279; O00534
RAB13	P51153	5872;	Homo sapiens (Human)	RAB13_HUMAN	O43924; Q6PDU4; Q3TN34
R3HCC1L	Q7Z5L2	27291;	Homo sapiens (Human)	R3HCL_HUMAN	Q8IW40
CNOT3	O75175	4849;	Homo sapiens (Human)	CNOT3_HUMAN	P27797; A5YKK6; Q9NZN8; Q96LI5; Q9UFF9; P36957; Q8TDX7; P16284; Q9HCJ0; P50616; P55072; Q6ZQ73
CDK17	Q00537	5128;	Homo sapiens (Human)	CDK17_HUMAN	A1A5D9; P42772; Q9C005; P63104
ZNF711	Q9Y462	7552;	Homo sapiens (Human)	ZN711_HUMAN	Q9UPP1
WAC	Q9BTA9	51322;	Homo sapiens (Human)	WAC_HUMAN	Q99996-2; Q8WWB3; P42858; Q6P597; P19012; Q5JR59; Q16236; Q8TDW5; Q13077; Q9Y228; P19012; Q5JR59; P42858
SWI5	Q1ZZU3	375757;	Homo sapiens (Human)	SWI5_HUMAN	
RHOT2	Q8IXI1	89941;	Homo sapiens (Human)	MIRO2_HUMAN	Q9NR31; Q9NUH8; Q8N661; Q9UPV9
RIMS3	Q9UJD0	9783;	Homo sapiens (Human)	RIMS3_HUMAN	P21964-2; Q5SUL5; Q92993; Q8TAP4-4; Q6FHY5; P16284; Q9NRD5; Q15047-2; P08670; P61981
INTS2	Q9H0H0	57508;	Homo sapiens (Human)	INT2_HUMAN	Q2TAC2-2; Q9H4E7; O43639
KRBOX4	Q5JUW0	55634;	Homo sapiens (Human)	KRBX4_HUMAN	P55212; Q5SUL5; Q92993; P25800; Q8TAP4-4; O75489; O43741; O75400-2; Q15047-2; P61981
HCLS1	P14317	3059;	Homo sapiens (Human)	HCLS1_HUMAN	Q9H788; P78314-3; P54274; O43516
TRMT1	Q9NXH9	55621;	Homo sapiens (Human)	TRM1_HUMAN	P43364; P43364-2; P54274
GCAT	O75600	23464;	Homo sapiens (Human)	KBL_HUMAN	
RCC2	Q9P258	55920;	Homo sapiens (Human)	RCC2_HUMAN	
FAM161A	Q3B820	84140;	Homo sapiens (Human)	F161A_HUMAN	P29972; Q9Y2T1; Q9BYV9; Q9BUH8; Q5T5X7; Q7L4P6; Q8TD16-2; A2RRN7; Q9P1Z2; Q13137; Q9H257; Q9H257-2; Q8NA61; Q8NA61-2; Q68D86; Q86Z20; Q8IYE1; Q96JN2-2; Q8N715; Q2TAC2; Q2TAC2-2; A6NC98; P24863; O95273; Q01850; Q86X02; Q9C0F1; Q8IYX8-2; Q96MT8; Q96MT8-3; Q8NHQ1; Q9P209; Q96NL8; Q9UI47-2; Q7L7V1; Q8NF50-2; A2ABF9; O60447; Q3B820; Q8IZU0; A1L4K1; P51114-2; O95995; Q08379; A6NEM1; Q86WP2; Q6PI77; Q4V328; Q96MH2; Q6NT76; Q9UJC3; Q96ED9-2; Q13422; Q8NBZ0; O75564-2; Q63ZY3; Q8N6L0; Q92993; O60341; Q2KHM9; Q86T90; Q9BVG8-5; P60409; P60410; P60411; Q9BYR9; Q6L8G8; P26371; O95751; P02545; Q8IV03; Q9Y250; Q9BRK4; P43364; P23508; Q14566; Q99750; Q9UJV3-2; Q8TD10; Q9UHC7; Q5JR59; Q5JR59-3; Q7Z6G3-2; Q9Y2I6; Q86Y26; Q9H4L5; Q5VU43; Q8TBR0; Q8IXK0; Q4G0R1; Q9NRD5; Q58EX7; Q8ND90; Q9UL42; Q8NA72; Q8NA72-3; Q13136; Q969Q6; P31321; P47897; Q6NUQ1; Q9HAT0; Q92622; Q59EK9; Q9BWG6; Q96GM5; O94964-4; Q7Z699; Q9Y2D8; O75558; Q8N0S2; Q86VP1; Q86TI0; Q9UBB9; Q15025; Q96KP6; Q13077; Q12933; Q96RU7; Q9C019; P14373; O94972; Q8WV44; Q9BYV2; Q86WT6-2; Q8N3L3; P08670; Q8N1B4; Q9Y2K1; O43829; O43298; Q96BR9; Q9NZV7; P17028; P15622-3; Q8N554; Q9BUY5; Q8TF50; Q3KQV3; Q9UGI0; O43309
USO1	O60763	8615;	Homo sapiens (Human)	USO1_HUMAN	Q99996-2; Q9UNI6; Q8IUZ5; Q9UIA9; P0DTC9
RNF141	Q8WVD5	50862;	Homo sapiens (Human)	RN141_HUMAN	Q03426; Q9H4B4
AP1S1	P61966	1174;	Homo sapiens (Human)	AP1S1_HUMAN	P16284; Q9NRD5; P37173
CD70	P32970	970;	Homo sapiens (Human)	CD70_HUMAN	Q9GZR5
TJP2	Q9UDY2	9414;	Homo sapiens (Human)	ZO2_HUMAN	Q14847
TMEM87A	Q8NBN3	25963;	Homo sapiens (Human)	TM87A_HUMAN	
ARSK	Q6UWY0	153642;	Homo sapiens (Human)	ARSK_HUMAN	
HINT1	P49773	3094;	Homo sapiens (Human)	HINT1_HUMAN	Q8N684-3
SLC4A1	P02730	6521;	Homo sapiens (Human)	B3AT_HUMAN	Q08AM2; P05026; O95393; Q9BXR6; P02724; P27105; Q9H2L4; P46406; A5K5E5
KCTD18	Q6PI47	130535;	Homo sapiens (Human)	KCD18_HUMAN	
PRKD1	Q15139	5587;	Homo sapiens (Human)	KPCD1_HUMAN	P53367; Q07021; P12830; P08238; O15264; P02795; Q15139; Q8C2B3-1
SH3GL3	Q99963	6457;	Homo sapiens (Human)	SH3G3_HUMAN	Q99700; P42858; Q70E73; Q99961; Q99962; Q99963
ALPP	P05187	250;	Homo sapiens (Human)	PPB1_HUMAN	Q6UY14-3; Q9UGL9; Q02930-3; P42830; A8MQ03; Q9NWN3; P57678; O15499; P49639; P24592; Q07627; Q8IUG1; P60410; Q9BQ66; P26371; Q5T752; Q5T753; Q5T754; Q5TA81; Q5TA76; Q5TA77; Q5T5A8; Q9BYE3; Q5T5B0; Q5TCM9; Q5T871; Q6FHY5; P0DPK4; Q92570; P32242; Q12837; P49795; O76081-6; P49901; P22735
HPS4	Q9NQG7	89781;	Homo sapiens (Human)	HPS4_HUMAN	Q92902
ZC3H8	Q8N5P1	84524;	Homo sapiens (Human)	ZC3H8_HUMAN	
SLC38A2	Q96QD8	54407;	Homo sapiens (Human)	S38A2_HUMAN	Q9UHG0; Q99942; Q96Q45-2
TRAPPC2L	Q9UL33	51693;	Homo sapiens (Human)	TPC2L_HUMAN	Q9H2G9; Q8IYX8-2; Q04864; Q96D71-2; Q96D71-3; P15884; O43617; Q15654; Q9H2G9; Q9NW68; Q9H3H3-3; O95872; P80188; P50458; Q8TAP4-4; A8MW99; P50221; Q6FHY5; P62487; Q15276; Q04864-2; Q16385-2; P15884-3; O43617; O75865-2; B2RXF5
LYPD3	O95274	27076;	Homo sapiens (Human)	LYPD3_HUMAN	
EIF5B	O60841	9669;	Homo sapiens (Human)	IF2P_HUMAN	O14602; P14921; P28799; O43933; O76024
CCDC25	Q86WR0	55246;	Homo sapiens (Human)	CCD25_HUMAN	Q53SE7; Q9H8W4; P36406
ZDHHC7	Q9NXF8	55625;	Homo sapiens (Human)	ZDHC7_HUMAN	P49447; O43561-2; Q9Y548
NSMCE4A	Q9NXX6	54780;	Homo sapiens (Human)	NSE4A_HUMAN	Q96MG7; O14901
SKA3	Q8IX90	221150;	Homo sapiens (Human)	SKA3_HUMAN	O94818-2; Q96BD8
SH3RF1	Q7Z6J0	57630;	Homo sapiens (Human)	SH3R1_HUMAN	P63000; O43255
